A: TGF.Non.v.CON.Non.TT,,,,,,,,,,,,,,,,,,,
B: TpS.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
C: TpK.Non.v.TGF.Non.TT,,,,,,,,,,,,,,,,,,,
D: TpK.Non.v.TpS.Non.TT,,,,,,,,,,,,,,,,,,,
>> A.only (TGF.Non.v.CON.Non.TT),,,,,,,,,,,,,,,,,,,
,,,,A,,,,,,,,,,,,,,,
PROBE_ID,ILMN_GENE,ACCESSION,CHROMOSOME,FDR_TGF.Non.v.CON.NonNA,FC_TGF.Non.v.CON.Non,AveExpr_TGF.Non.v.CON.Non,t_TGF.Non.v.CON.Non,,,,,,,,,,,,
ILMN_2262901,RUFY3,NM_001037442.1,4,0.01245958,1.591104052,8.699651609,3.670475307,,,,,,,,,,,,
ILMN_1769634,STRA13,NM_144998.2,17,0.002231616,1.591438223,9.58135028,4.592117776,,,,,,,,,,,,
ILMN_1746704,TRIM8,NM_030912.2,10,0.001076012,1.592087716,10.73670388,4.984748794,,,,,,,,,,,,
ILMN_1688089,PEBP1,NM_002567.2,12,0.001760696,1.592263121,10.77040347,4.721364359,,,,,,,,,,,,
ILMN_1720941,EVC,NM_014556.2,4,0.003747614,1.592557412,8.805806864,4.31420877,,,,,,,,,,,,
ILMN_1802553,MRPS24,NM_032014.2,7,3.88E-06,1.592658582,10.70565259,8.384877581,,,,,,,,,,,,
ILMN_1771139,FBXO31,NM_024735.2,16,0.001607379,1.592718821,9.027545518,4.771622991,,,,,,,,,,,,
ILMN_1677384,PTGER3,NM_198719.1,1,0.02973224,1.592817439,6.480129631,3.188778816,,,,,,,,,,,,
ILMN_1669362,IGFBP6,NM_002178.2,12,3.49E-05,1.592820244,13.33324779,6.967225198,,,,,,,,,,,,
ILMN_1706511,TEF,NM_003216.2,22,0.004380866,1.592999265,7.742469723,4.231743984,,,,,,,,,,,,
ILMN_1853599,HS.114449,AK092497,2,0.004192924,1.593144467,6.706171509,4.254507789,,,,,,,,,,,,
ILMN_2082585,SNAI2,NM_003068.3,8,0.038185054,1.593308462,10.821818,3.046277095,,,,,,,,,,,,
ILMN_1795026,FAM189B,NM_006589.2,1,0.017975173,1.59422542,10.67788,3.469544419,,,,,,,,,,,,
ILMN_1775937,DDB1,NM_001923.3,11,0.004849028,1.594566073,12.55156036,4.180141693,,,,,,,,,,,,
ILMN_1674795,FLJ33996,XR_000901.1,12,0.049990505,1.594732435,7.368860089,2.889998195,,,,,,,,,,,,
ILMN_1706013,FTHL11,NR_002204.1,8,0.017680341,1.595339852,12.90155334,3.479561357,,,,,,,,,,,,
ILMN_1725700,MOV10,NM_020963.2,1,0.000307576,1.595413895,7.220070111,5.691299643,,,,,,,,,,,,
ILMN_1779071,FEZ1,NM_005103.3,11,0.011388053,1.595563349,10.95853341,3.721343631,,,,,,,,,,,,
ILMN_1720282,NQO1,NM_000903.2,16,0.030538968,1.595594442,11.31554511,3.17271573,,,,,,,,,,,,
ILMN_2363165,TACC2,NM_206861.1,10,2.40E-05,1.595636879,6.810527459,7.204732391,,,,,,,,,,,,
ILMN_1728581,C3ORF18,NM_016210.2,3,6.63E-05,1.595950752,6.893460111,6.569047436,,,,,,,,,,,,
ILMN_2190414,ZNF83,NM_018300.2,19,0.020684916,1.59602919,7.908983413,3.390934502,,,,,,,,,,,,
ILMN_2325347,B3GALNT1,NM_033168.2,3,0.011115083,1.596073554,7.458728546,3.735643873,,,,,,,,,,,,
ILMN_1732468,HSPA4L,NM_014278.2,4,0.002348541,1.596363672,7.033007884,4.56545756,,,,,,,,,,,,
ILMN_1680955,AURKA,NM_198436.1,20,0.009884975,1.596649832,7.075759226,3.796850204,,,,,,,,,,,,
ILMN_1752269,ACSS1,NM_032501.2,20,0.000505878,1.596900445,6.662291402,5.406240902,,,,,,,,,,,,
ILMN_1727805,SYNGR1,NM_004711.3,22,0.006152509,1.596967067,6.394292918,4.052669659,,,,,,,,,,,,
ILMN_1790529,LUM,NM_002345.3,12,0.000935195,1.597490964,12.73929125,5.059518918,,,,,,,,,,,,
ILMN_1696622,SLC38A6,NM_153811.1,14,0.015347421,1.597624265,8.176968855,3.557869262,,,,,,,,,,,,
ILMN_1772959,PDCD7,NM_005707.1,15,0.001263769,1.59779955,8.556181812,4.897561646,,,,,,,,,,,,
ILMN_1665217,C3ORF34,NM_032898.2,3,0.001705022,1.597962957,6.863924391,4.739470903,,,,,,,,,,,,
ILMN_1697377,LOC649841,XM_938906.2,,0.005762001,1.598285971,6.871225372,4.087210763,,,,,,,,,,,,
ILMN_1722855,VEGFB,NM_003377.3,11,0.016713182,1.599303507,8.231721021,3.51204662,,,,,,,,,,,,
ILMN_1739805,NDE1,NM_017668.1,16,0.002611309,1.600471249,8.415362015,4.507156188,,,,,,,,,,,,
ILMN_1666305,CDKN3,NM_005192.2,14,0.003933371,1.601281887,6.802847344,4.288344575,,,,,,,,,,,,
ILMN_2308689,AGBL5,NM_001035507.2,2,0.002312847,1.601778228,8.213095282,4.573233689,,,,,,,,,,,,
ILMN_1699931,HCST,NM_001007469.1,19,4.41E-05,1.601941662,7.118162534,6.824237855,,,,,,,,,,,,
ILMN_1745471,IRF9,NM_006084.4,14,0.000136938,1.602147682,9.982370719,6.151324308,,,,,,,,,,,,
ILMN_2383300,PTPRU,NM_005704.3,1,0.000944176,1.602245343,6.808694931,5.054205803,,,,,,,,,,,,
ILMN_2118229,NAPEPLD,NM_198990.3,7,0.02457691,1.602785471,7.103385998,3.296134254,,,,,,,,,,,,
ILMN_1762766,PTPRA,NM_080840.2,20,0.001385,1.603076482,8.45170956,4.851276477,,,,,,,,,,,,
ILMN_2161357,C6ORF111,NM_032870.1,6,0.005926668,1.603734451,8.391425125,4.073053609,,,,,,,,,,,,
ILMN_1671583,MKRN1,NM_013446.2,7,6.19E-05,1.603982501,10.67552432,6.60834382,,,,,,,,,,,,
ILMN_2097793,ZBTB4,NM_020899.2,17,0.001511438,1.604459553,10.74090102,4.803697783,,,,,,,,,,,,
ILMN_2073235,FTHL12,NR_002205.1,9,0.001424432,1.604485874,13.72469342,4.835297254,,,,,,,,,,,,
ILMN_1749338,ANKRD29,NM_173505.2,18,0.007222501,1.60470175,6.911247165,3.963938794,,,,,,,,,,,,
ILMN_1721741,ATPBD1B,NM_018066.2,1,0.000139499,1.60499734,8.78053997,6.140985123,,,,,,,,,,,,
ILMN_1811363,NOVA1,NM_006491.2,14,1.35E-05,1.605303969,6.659178431,7.569987058,,,,,,,,,,,,
ILMN_2400183,DPH5,NM_001077395.1,1,0.004950414,1.605788295,9.271376822,4.168910451,,,,,,,,,,,,
ILMN_1688698,ZEB2,NM_014795.2,2,0.013201886,1.606131232,8.11195433,3.638701076,,,,,,,,,,,,
ILMN_2288784,CCDC34,NM_030771.1,11,0.010652396,1.606305169,8.146195572,3.757513221,,,,,,,,,,,,
ILMN_1659913,ISG20,NM_002201.4,15,0.003542139,1.607764179,6.988040572,4.343541789,,,,,,,,,,,,
ILMN_1779674,PTPRG,NM_002841.2,3,0.003570259,1.608022846,7.603613516,4.338860897,,,,,,,,,,,,
ILMN_2167915,DSEL,NM_032160.2,18,0.023062338,1.609099451,7.308688524,3.330686751,,,,,,,,,,,,
ILMN_1700349,ADCK4,NM_024876.2,19,0.000290826,1.609153967,7.029209036,5.725684136,,,,,,,,,,,,
ILMN_2077550,RACGAP1,NM_013277.2,12,0.000852627,1.609430235,7.305623244,5.113744377,,,,,,,,,,,,
ILMN_1802027,MGST2,NM_002413.3,4,0.010950416,1.609443036,7.634827754,3.7438829,,,,,,,,,,,,
ILMN_3307827,DNAJC4,NM_005528.3,11,0.005144111,1.60976297,8.517971452,4.148033776,,,,,,,,,,,,
ILMN_1753823,IL17D,NM_138284.1,13,0.009437654,1.609803987,7.787351068,3.820289534,,,,,,,,,,,,
ILMN_1667260,MAPK3,NM_002746.1,,0.001520253,1.609848558,10.333405,4.800273913,,,,,,,,,,,,
ILMN_1733696,IMP3,NM_018285.2,15,0.001355206,1.611162873,11.10792507,4.861801833,,,,,,,,,,,,
ILMN_1800912,ZFP106,NM_022473.1,15,0.000391408,1.61117958,9.674090801,5.557542619,,,,,,,,,,,,
ILMN_1794213,ABHD14A,NM_015407.3,3,0.001035315,1.611349238,8.760482187,5.006435137,,,,,,,,,,,,
ILMN_1708131,BHLHB9,NM_030639.1,X,0.000666211,1.611568534,7.167542459,5.251209943,,,,,,,,,,,,
ILMN_1683065,C2ORF64,NM_001008215.1,2,0.001450292,1.61259974,8.797957321,4.82569813,,,,,,,,,,,,
ILMN_2222688,TMSB4X,NM_021109.2,X,0.000325547,1.612908345,8.307642887,5.66012863,,,,,,,,,,,,
ILMN_1702175,ST7,NM_018412.3,7,0.000166432,1.613042825,7.940082215,6.043057144,,,,,,,,,,,,
ILMN_1754126,SH2D5,XM_375698.3,1,0.020277519,1.613060613,6.532468533,3.402119463,,,,,,,,,,,,
ILMN_1714741,LOC346887,XM_943533.1,,0.009893618,1.613071354,7.933811299,3.796251168,,,,,,,,,,,,
ILMN_1696419,STOM,NM_004099.4,9,8.02E-05,1.613820345,7.104138046,6.457420772,,,,,,,,,,,,
ILMN_1780357,PRRT1,NM_030651.3,6,0.000879716,1.614916862,6.762194967,5.095212221,,,,,,,,,,,,
ILMN_2160005,NUMA1,NM_006185.2,11,0.000358984,1.615129184,8.794571848,5.608065975,,,,,,,,,,,,
ILMN_1731644,SETDB2,NM_031915.1,13,0.000745391,1.615291554,7.96891171,5.187933995,,,,,,,,,,,,
ILMN_1815519,EPN2,NM_014964.3,17,0.000234384,1.615879091,8.01551203,5.848743964,,,,,,,,,,,,
ILMN_2210601,RNASEL,NM_021133.2,1,0.000596986,1.616204608,7.60074167,5.313097326,,,,,,,,,,,,
ILMN_1710844,PARP10,XM_001127571.1,,9.17E-05,1.616531005,6.859214308,6.381526872,,,,,,,,,,,,
ILMN_1740185,TPMT,NM_000367.2,6,0.00091283,1.616812141,8.987824142,5.073445599,,,,,,,,,,,,
ILMN_1679460,PPFIBP1,NM_003622.2,12,0.03659076,1.616988675,8.598724736,3.070998658,,,,,,,,,,,,
ILMN_1790352,PIGZ,NM_025163.2,3,0.00047665,1.617419446,7.544874724,5.441431493,,,,,,,,,,,,
ILMN_2298365,PPP2R2B,NM_181677.1,5,0.023835455,1.618128291,8.010332382,3.312556447,,,,,,,,,,,,
ILMN_2379080,NFATC2IP,NM_032815.3,16,3.94E-05,1.61875266,9.199063832,6.886756761,,,,,,,,,,,,
ILMN_1762255,GSTM1,NM_000561.2,1,0.017523399,1.619376999,7.878887228,3.484555994,,,,,,,,,,,,
ILMN_1662618,SQSTM1,NM_003900.3,5,3.83E-05,1.619542434,13.26976722,6.905008594,,,,,,,,,,,,
ILMN_1752947,C17ORF79,NM_018405.2,17,0.002237808,1.619827842,10.63293823,4.590435393,,,,,,,,,,,,
ILMN_1750800,ACO1,NM_002197.1,9,0.004770933,1.619879929,10.96147377,4.187980283,,,,,,,,,,,,
ILMN_1796762,CCDC102A,NM_033212.2,16,0.000993151,1.619912628,8.187310858,5.028637101,,,,,,,,,,,,
ILMN_1745116,ABHD12,NM_015600.3,20,0.000293382,1.62037288,7.93005523,5.720246007,,,,,,,,,,,,
ILMN_1743130,PTGFRN,NM_020440.2,1,0.006706594,1.620396322,9.087350823,4.005679406,,,,,,,,,,,,
ILMN_1679134,NSMCE4A,NM_017615.1,10,0.003407574,1.62130445,9.36785218,4.364270826,,,,,,,,,,,,
ILMN_2197846,HADHB,NM_000183.2,2,0.018530133,1.621393073,9.352579274,3.453015209,,,,,,,,,,,,
ILMN_1749521,SLC35E3,NM_018656.2,12,0.000572967,1.621476083,8.631621155,5.338202308,,,,,,,,,,,,
ILMN_2358652,NXF1,NM_006362.4,11,0.006847606,1.621512335,9.406010279,3.994099118,,,,,,,,,,,,
ILMN_2077905,PTGFRN,NM_020440.2,1,0.020426284,1.621749045,8.530464209,3.397564595,,,,,,,,,,,,
ILMN_1887267,HS.177532,BX355045,4,0.000367857,1.622772002,6.765861912,5.591739149,,,,,,,,,,,,
ILMN_1763144,NEU1,NM_000434.2,6,0.002790464,1.62289207,8.733198478,4.471281163,,,,,,,,,,,,
ILMN_1678808,KIAA0831,NM_014924.3,14,0.006122511,1.623610177,8.699696375,4.055774835,,,,,,,,,,,,
ILMN_3282436,LOC651198,XM_001715717.1,13,1.61E-05,1.623943491,10.57045431,7.457467051,,,,,,,,,,,,
ILMN_3233442,LOC387825,XR_016298.1,12,0.018052842,1.624197864,10.24585168,3.466935084,,,,,,,,,,,,
ILMN_1714384,PCCA,NM_000282.2,13,0.000224916,1.624377156,8.298081809,5.875294705,,,,,,,,,,,,
ILMN_1764500,C3ORF10,NM_018462.4,3,2.22E-05,1.624458413,10.26724399,7.251025727,,,,,,,,,,,,
ILMN_2400922,OPRL1,NM_000913.3,20,0.034333781,1.624497925,7.122656716,3.107929029,,,,,,,,,,,,
ILMN_2103919,LRFN3,NM_024509.1,19,0.000382326,1.624545092,8.543135359,5.570204857,,,,,,,,,,,,
ILMN_3219806,LOC643384,XR_016363.2,4,0.001857871,1.62507674,8.331455822,4.691369749,,,,,,,,,,,,
ILMN_1793894,ANAPC13,NM_015391.2,3,0.004287681,1.625380482,11.62840275,4.24339301,,,,,,,,,,,,
ILMN_2399431,PRPS2,NM_001039091.1,X,0.001567869,1.626086278,8.216552082,4.784780823,,,,,,,,,,,,
ILMN_1665235,CRTAP,NM_006371.3,3,0.007187453,1.627166349,10.6031571,3.967695438,,,,,,,,,,,,
ILMN_3201221,LOC341315,XR_017616.1,12,0.008617672,1.62773612,9.650520251,3.870386463,,,,,,,,,,,,
ILMN_1699208,NAP1L1,NM_139207.1,12,0.008811403,1.627906423,10.21546389,3.85813291,,,,,,,,,,,,
ILMN_1735788,TRIOBP,NM_001039141.1,22,9.58E-06,1.627915685,10.79783334,7.783271682,,,,,,,,,,,,
ILMN_1652865,BAIAP2,NM_017451.1,17,0.002477951,1.628179038,6.891739251,4.537155253,,,,,,,,,,,,
ILMN_1747058,TRAPPC2L,NM_016209.2,16,0.000642657,1.62876978,10.27010446,5.271569075,,,,,,,,,,,,
ILMN_1734830,MTHFR,NM_005957.2,1,0.004087241,1.629048136,7.134600874,4.268469437,,,,,,,,,,,,
ILMN_2069128,EPB41L2,NM_001431.1,6,0.005463305,1.629595887,6.796821714,4.115832465,,,,,,,,,,,,
ILMN_2201533,C17ORF61,NM_152766.2,17,0.000423226,1.630362878,10.29201185,5.510017509,,,,,,,,,,,,
ILMN_1791280,HSPB8,NM_014365.2,12,0.042342099,1.630521098,7.423699145,2.986800591,,,,,,,,,,,,
ILMN_2323385,TRIM4,NM_033091.1,7,0.000937329,1.630752841,10.39089442,5.057552032,,,,,,,,,,,,
ILMN_1710514,BCL3,NM_005178.2,19,0.017019652,1.633115775,7.792046335,3.500595883,,,,,,,,,,,,
ILMN_1765044,CUTC,NM_015960.2,10,0.010980539,1.634155134,8.593185775,3.742157437,,,,,,,,,,,,
ILMN_2297626,PEG10,NM_001040152.1,7,0.00020299,1.634445328,6.60012711,5.934702917,,,,,,,,,,,,
ILMN_1665331,AMT,NM_000481.2,3,0.014466645,1.636470111,7.335734951,3.589357518,,,,,,,,,,,,
ILMN_1903914,HS.193767,AK129699,7,0.003936579,1.637364559,7.394231163,4.287855036,,,,,,,,,,,,
ILMN_1776515,MPPE1,NM_023075.4,18,0.000825446,1.637936506,8.97023356,5.130828353,,,,,,,,,,,,
ILMN_1723843,CSNK2A2,NM_001896.2,16,0.000267626,1.638651084,9.235125285,5.76947415,,,,,,,,,,,,
ILMN_1737541,HGD,NM_000187.1,3,0.020277519,1.638777139,7.14137947,3.402300229,,,,,,,,,,,,
ILMN_2382505,SLC22A18,NM_002555.3,11,0.001496356,1.638910046,7.371777702,4.808925074,,,,,,,,,,,,
ILMN_1696316,CPT1A,NM_001031847.1,11,0.000676976,1.639180317,6.928076093,5.240893803,,,,,,,,,,,,
ILMN_1706969,BEND6,NM_152731.2,6,0.005949979,1.639315201,8.395864983,4.070347448,,,,,,,,,,,,
ILMN_1697548,LPHN2,NM_012302.2,1,0.00327956,1.639559212,8.738596978,4.383202769,,,,,,,,,,,,
ILMN_1774387,ZHX3,NM_015035.3,20,0.004203933,1.639830668,8.906794423,4.253020095,,,,,,,,,,,,
ILMN_1669788,NUDT14,NM_177533.2,14,0.003942233,1.639837474,7.68001741,4.287102952,,,,,,,,,,,,
ILMN_2391891,MAP2K5,NM_145160.1,15,1.86E-05,1.640007102,7.268770913,7.362370929,,,,,,,,,,,,
ILMN_1694398,EIF3F,NM_003754.2,11,0.000217844,1.640494569,12.02498551,5.892306242,,,,,,,,,,,,
ILMN_2402341,MAPK3,NM_001040056.1,16,0.000495759,1.640669912,9.711359865,5.419240098,,,,,,,,,,,,
ILMN_1671281,RNASEL,NM_021133.2,1,2.14E-05,1.6409134,7.695725876,7.273602515,,,,,,,,,,,,
ILMN_1810335,DGKB,NM_004080.1,7,0.005038683,1.641507602,6.719718118,4.159689581,,,,,,,,,,,,
ILMN_1781623,TEX264,NM_015926.3,3,0.000434605,1.641986025,8.759740571,5.495904061,,,,,,,,,,,,
ILMN_1799815,XYLT2,NM_022167.2,17,0.000139769,1.64209717,9.233097894,6.139722477,,,,,,,,,,,,
ILMN_1751439,EMX2,NM_004098.2,10,0.034903888,1.642882378,7.401544587,3.098180959,,,,,,,,,,,,
ILMN_2075757,LRIG3,NM_153377.3,12,0.047383211,1.642889855,6.737647518,2.921791808,,,,,,,,,,,,
ILMN_1709237,EPHX2,NM_001979.4,8,4.62E-05,1.643001098,6.632287279,6.79490738,,,,,,,,,,,,
ILMN_1748093,PAFAH1B3,NM_002573.2,19,0.018415593,1.64306139,8.398485851,3.456158459,,,,,,,,,,,,
ILMN_1735495,TBC1D8,NM_007063.3,,0.041086479,1.643838439,6.842002107,3.004216453,,,,,,,,,,,,
ILMN_3300313,P4HTM,NM_177938.2,3,0.000743192,1.643981016,8.790142079,5.189530317,,,,,,,,,,,,
ILMN_3242211,TMEM187,NM_003492.2,X,0.001487081,1.644705026,7.66942168,4.812337089,,,,,,,,,,,,
ILMN_2053527,PARP9,NM_031458.1,3,0.000864834,1.645043534,7.467190882,5.106950168,,,,,,,,,,,,
ILMN_2363634,ADHFE1,NM_001077593.1,,0.000826584,1.645236056,6.650893534,5.129567574,,,,,,,,,,,,
ILMN_1855746,HS.154336,AF070595,9,0.006483822,1.647768807,7.731317051,4.023406481,,,,,,,,,,,,
ILMN_1718907,TSHZ1,NM_005786.4,18,0.000234853,1.647932482,7.75628706,5.845689464,,,,,,,,,,,,
ILMN_1767481,XRCC6BP1,NM_033276.2,12,0.000407527,1.648008173,7.227631356,5.533296887,,,,,,,,,,,,
ILMN_3241729,EMX2OS,NR_002791.2,10,0.002670401,1.64829971,8.31718033,4.494393085,,,,,,,,,,,,
ILMN_2388177,SPATA7,NM_018418.2,14,0.00125185,1.648486559,7.048978958,4.902998706,,,,,,,,,,,,
ILMN_3240389,CPOX,NM_000097.4,3,0.000127733,1.648507033,8.33306611,6.19116244,,,,,,,,,,,,
ILMN_1760049,SERGEF,NM_012139.2,11,3.83E-05,1.649124499,8.262655066,6.907034659,,,,,,,,,,,,
ILMN_1807206,DHRS1,NM_138452.1,14,2.11E-05,1.649677006,9.81503232,7.28867435,,,,,,,,,,,,
ILMN_2050654,SAV1,NM_021818.2,14,0.001129072,1.650213793,7.531882659,4.960280846,,,,,,,,,,,,
ILMN_1699496,PHF21A,NM_016621.2,11,0.00053212,1.650312453,9.769782495,5.379016809,,,,,,,,,,,,
ILMN_1713450,MYL6B,NM_002475.3,12,0.000324946,1.650503399,10.93513434,5.661548483,,,,,,,,,,,,
ILMN_1704531,PTGR1,NM_012212.2,9,0.018876851,1.650655307,9.864174579,3.441694878,,,,,,,,,,,,
ILMN_1737308,GLRX,NM_002064.1,5,0.000426288,1.652321702,11.11341141,5.505475591,,,,,,,,,,,,
ILMN_2350970,SOCS5,NM_014011.4,2,0.041181217,1.652878313,7.366082443,3.00280962,,,,,,,,,,,,
ILMN_2231911,AUH,NM_001698.1,9,0.003670628,1.652953195,7.881200156,4.324466052,,,,,,,,,,,,
ILMN_1707434,LOC653778,XM_929667.1,8,0.004361474,1.652993817,8.211648814,4.234052135,,,,,,,,,,,,
ILMN_1703273,UACA,NM_018003.2,15,0.046081907,1.653128304,7.390126334,2.938965615,,,,,,,,,,,,
ILMN_1721102,LOC255326,XM_927253.1,10,2.72E-05,1.653767654,6.847761168,7.122939902,,,,,,,,,,,,
ILMN_1667199,SQRDL,NM_021199.2,15,0.006725267,1.653943426,7.625100324,4.003997359,,,,,,,,,,,,
ILMN_1693538,STK36,NM_015690.2,2,0.001206349,1.655775475,9.264644881,4.924306113,,,,,,,,,,,,
ILMN_2344650,N4BP2L1,NM_001079691.1,13,0.000902312,1.656158628,6.62356672,5.080592594,,,,,,,,,,,,
ILMN_1800220,KCTD3,NM_016121.3,1,0.002049582,1.656405097,8.709845875,4.639052481,,,,,,,,,,,,
ILMN_1776094,PPCS,NM_024664.2,1,0.00011219,1.656637916,9.987948434,6.263970814,,,,,,,,,,,,
ILMN_1759487,EGFLAM,NM_182801.1,5,0.041088645,1.657697513,7.016159762,3.003968508,,,,,,,,,,,,
ILMN_2064694,STIM1,NM_003156.2,11,0.008178324,1.658186119,7.489520933,3.898039555,,,,,,,,,,,,
ILMN_1702637,BEX1,NM_018476.3,X,7.44E-05,1.658733522,8.259553499,6.500375694,,,,,,,,,,,,
ILMN_1662524,CXCR1,NM_000634.2,2,0.000499828,1.659119038,6.484339176,5.414621816,,,,,,,,,,,,
ILMN_1767848,PCMTD2,NM_018257.1,20,0.010092126,1.659334656,8.449545673,3.786534165,,,,,,,,,,,,
ILMN_1715789,DOCK1,NM_001380.3,10,0.011232746,1.659443967,8.823932893,3.730166913,,,,,,,,,,,,
ILMN_1757343,PABPC4,NM_003819.2,1,0.000255369,1.65969582,11.6523197,5.797209562,,,,,,,,,,,,
ILMN_1788955,PDLIM1,NM_020992.2,10,0.022101358,1.66048352,9.067410812,3.354529271,,,,,,,,,,,,
ILMN_2229922,C12ORF35,NM_018169.2,12,0.012849313,1.660488518,7.780660332,3.652668478,,,,,,,,,,,,
ILMN_3268564,C19ORF60,NM_001100418.1,19,0.003406494,1.660739724,8.791460623,4.364554824,,,,,,,,,,,,
ILMN_3228822,TMEM194A,NM_015257.2,12,0.008192638,1.660879072,7.460854399,3.896820473,,,,,,,,,,,,
ILMN_1872759,HS.340072,BX099468,1,0.00086874,1.66164341,6.870920438,5.103347637,,,,,,,,,,,,
ILMN_2398939,MBP,NM_001025090.1,18,0.008448521,1.661740271,7.016334576,3.880212635,,,,,,,,,,,,
ILMN_2415748,WSB1,NM_134265.2,17,0.004264241,1.66186028,10.1187337,4.245855626,,,,,,,,,,,,
ILMN_1651819,GALNT11,NM_022087.2,7,0.000524058,1.662669482,9.698449859,5.386701127,,,,,,,,,,,,
ILMN_3289262,LOC100131261,XM_001723141.1,,0.019186976,1.663002782,9.054869992,3.433329135,,,,,,,,,,,,
ILMN_3244583,NCRNA00219,NR_015370.1,5,0.005206889,1.663207127,11.44093512,4.141007608,,,,,,,,,,,,
ILMN_1696254,CYB5D2,NM_144611.2,17,4.00E-05,1.663236132,9.111322783,6.877245858,,,,,,,,,,,,
ILMN_1781580,BRI3,NM_015379.3,7,0.007123587,1.664070313,10.97000049,3.972871523,,,,,,,,,,,,
ILMN_1657746,BPHL,NM_004332.1,6,4.89E-05,1.664560931,8.395878327,6.758029607,,,,,,,,,,,,
ILMN_1695745,DISP1,NM_032890.2,1,0.00119848,1.664562779,7.691457175,4.928628076,,,,,,,,,,,,
ILMN_1795715,DPYD,NM_000110.3,1,0.012433563,1.665031358,8.576907398,3.671901071,,,,,,,,,,,,
ILMN_1800590,BBS1,NM_024649.4,11,0.001004743,1.665072109,8.332736264,5.022385527,,,,,,,,,,,,
ILMN_1732688,DUT,NM_001025248.1,15,0.000500585,1.665416605,7.821348586,5.413438627,,,,,,,,,,,,
ILMN_1754529,SPG7,NM_003119.2,16,8.35E-05,1.667603137,9.718328061,6.432027613,,,,,,,,,,,,
ILMN_1705769,IL7,NM_000880.2,8,0.015568495,1.667615343,6.568511082,3.550031332,,,,,,,,,,,,
ILMN_1767470,SCPEP1,NM_021626.1,17,3.36E-05,1.667632222,10.62903557,6.99200243,,,,,,,,,,,,
ILMN_1759252,ADD1,NM_176801.1,4,2.48E-05,1.66798445,11.79523375,7.179604078,,,,,,,,,,,,
ILMN_1857017,HS.551538,AL713633,7,0.000206903,1.668019387,8.411846383,5.921936599,,,,,,,,,,,,
ILMN_3246722,LOC100134259,NR_024452.1,2,0.034929535,1.669329526,7.147129828,3.097614294,,,,,,,,,,,,
ILMN_1865764,HS.371609,BC036485,3,0.007397162,1.669966836,11.21681314,3.951725183,,,,,,,,,,,,
ILMN_1771003,HAUS4,NM_017815.1,14,0.000302602,1.670197561,8.247595338,5.700352631,,,,,,,,,,,,
ILMN_1751963,ZCWPW1,NM_017984.3,7,0.000308349,1.670324523,7.932304017,5.689882373,,,,,,,,,,,,
ILMN_1738921,ACAA1,NM_001607.2,3,0.010396945,1.670847996,8.6093149,3.771203801,,,,,,,,,,,,
ILMN_1715555,DBP,NM_001352.2,19,0.000663445,1.671155465,6.809051169,5.254397859,,,,,,,,,,,,
ILMN_2136133,PABPC1,NM_002568.3,8,0.001295477,1.671907504,11.61673537,4.884597658,,,,,,,,,,,,
ILMN_3243682,C1ORF93,NM_152371.2,1,0.000423474,1.672228757,6.982643965,5.509484337,,,,,,,,,,,,
ILMN_1824362,HS.143018,BX105338,7,0.003166007,1.672486228,7.62846062,4.4016201,,,,,,,,,,,,
ILMN_1657332,CCDC85B,NM_006848.2,11,0.031315737,1.672570133,7.570272509,3.159327885,,,,,,,,,,,,
ILMN_2184789,HSCB,NM_172002.3,22,0.000414319,1.672995749,9.211730824,5.521845326,,,,,,,,,,,,
ILMN_1659761,SNX29,NM_001080530.2,16,0.011877524,1.673246152,8.516307173,3.697446848,,,,,,,,,,,,
ILMN_1731851,OXA1L,NM_005015.1,14,9.74E-05,1.673998809,9.720008386,6.344488142,,,,,,,,,,,,
ILMN_1751081,EHMT2,NM_025256.4,6,2.14E-05,1.674168471,6.845473975,7.276127175,,,,,,,,,,,,
ILMN_1723358,SCARA3,NM_016240.2,8,0.027923122,1.674453771,9.550777676,3.224395391,,,,,,,,,,,,
ILMN_1795507,ABCA6,NM_080284.2,17,3.71E-05,1.674947314,6.710154197,6.929597079,,,,,,,,,,,,
ILMN_1778173,AK3,NM_016282.2,9,0.006639613,1.676111697,10.63507765,4.011320798,,,,,,,,,,,,
ILMN_1657810,PPM1M,NM_144641.1,3,4.34E-05,1.676230898,9.313824521,6.832439412,,,,,,,,,,,,
ILMN_1727142,IKBKB,NM_001556.1,8,1.41E-05,1.676621979,8.129151852,7.540882422,,,,,,,,,,,,
ILMN_1798288,MOBKL2C,NM_145279.4,1,0.00560415,1.67676457,7.813441561,4.102513515,,,,,,,,,,,,
ILMN_1746148,LRRC33,NM_198565.1,3,0.004230728,1.676765308,6.549865155,4.249762751,,,,,,,,,,,,
ILMN_1811616,EEPD1,NM_030636.2,7,0.007980669,1.676818208,6.480999583,3.910808098,,,,,,,,,,,,
ILMN_1690682,B3GALT4,NM_003782.3,6,7.17E-05,1.676856665,6.498168351,6.521867917,,,,,,,,,,,,
ILMN_1692790,ITGB3BP,NM_014288.3,1,0.006744639,1.677303098,7.394661574,4.002149456,,,,,,,,,,,,
ILMN_1684594,USP24,NM_015306.1,1,0.000656173,1.67843075,8.851570728,5.260135767,,,,,,,,,,,,
